2012-12-03 22:49:29,816 [Worker-1] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: GitEditor:GitEditor:0.0.1-SNAPSHOT @ C:\Users\Alan\Desktop\GiftEditor\GitEditor\pom.xml.
2012-12-04 17:50:46,402 [Worker-47] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:50:46,403 [Worker-47] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:50:46,404 [Worker-47] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:52:40,672 [Worker-62] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:52:40,673 [Worker-62] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:52:40,674 [Worker-62] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:52:40,675 [Worker-62] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:53:29,498 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:53:29,499 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:53:29,500 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:53:29,502 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:54:02,123 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:54:02,124 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:54:02,126 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:54:02,126 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:54:29,422 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:54:29,423 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:54:29,424 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:54:29,426 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:54:51,898 [Worker-63] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:54:51,899 [Worker-63] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:54:51,900 [Worker-63] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:54:51,901 [Worker-63] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:55:01,286 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:55:01,287 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:55:01,289 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:55:01,290 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:55:10,195 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:55:10,196 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:55:10,197 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:55:10,198 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:56:51,868 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:56:51,869 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:56:51,870 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:56:51,872 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:57:15,461 [Worker-35] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:57:15,462 [Worker-35] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:57:15,464 [Worker-35] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:57:15,465 [Worker-35] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:58:07,074 [Worker-35] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:58:07,076 [Worker-35] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 17:58:07,077 [Worker-35] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 17:58:07,078 [Worker-35] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:00:23,011 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:00:23,012 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:00:23,014 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:00:23,014 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:00:37,273 [Worker-68] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:00:37,274 [Worker-68] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:00:37,276 [Worker-68] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:00:37,276 [Worker-68] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:00:48,150 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:00:48,151 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:00:48,152 [Worker-66] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:00:48,153 [Worker-66] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:01:09,548 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:01:09,549 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:01:09,550 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:01:09,551 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:01:30,720 [Worker-62] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:01:30,721 [Worker-62] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:01:30,722 [Worker-62] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:01:30,723 [Worker-62] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:02:23,773 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:02:23,774 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:02:23,775 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:02:23,775 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:02:37,275 [Worker-71] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:02:37,276 [Worker-71] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:02:37,278 [Worker-71] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:02:37,278 [Worker-71] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:03:14,597 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:03:14,598 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:03:14,600 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:03:14,600 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:03:40,342 [Worker-62] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:03:40,343 [Worker-62] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:03:40,344 [Worker-62] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:03:40,345 [Worker-62] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:03:47,385 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:03:47,386 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:03:47,388 [Worker-61] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:03:47,388 [Worker-61] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:04:15,060 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:04:15,061 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:04:15,062 [Worker-65] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:04:15,064 [Worker-65] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:09:59,905 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:09:59,907 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:09:59,908 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:09:59,909 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:10:28,424 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:10:28,425 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:10:28,426 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:10:28,480 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:10:53,009 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:10:53,010 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:10:53,011 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:10:53,012 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:11:02,663 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:11:02,664 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:11:02,665 [Worker-76] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:11:02,666 [Worker-76] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:11:23,745 [Worker-72] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:11:23,746 [Worker-72] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:11:23,747 [Worker-72] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:11:23,749 [Worker-72] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:12:04,137 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:12:04,138 [Worker-75] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:12:04,139 [Worker-75] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:12:04,140 [Worker-75] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:12:35,054 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:12:35,055 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:12:35,056 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:12:35,058 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:12:53,661 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:12:53,662 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:12:53,663 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:12:53,664 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:13:58,621 [Worker-78] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:13:58,623 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:13:58,624 [Worker-78] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:13:58,625 [Worker-78] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:14:12,590 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:14:12,591 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:14:12,593 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:14:12,594 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:14:49,650 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:14:49,651 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:14:49,652 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:14:49,653 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:15:19,367 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:15:19,368 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:15:19,369 [Worker-79] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:15:19,370 [Worker-79] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:15:50,387 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:15:50,388 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:15:50,389 [Worker-73] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:15:50,390 [Worker-73] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:18:17,556 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:18:17,557 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2012-12-04 18:18:17,558 [Worker-67] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2012-12-04 18:18:17,559 [Worker-67] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
